idx,scheduled_t_rel_s,t_rel_s,latency_s,status,ttft_s,avg_tbt_s,worst_tbt_s,tokens_received,gen_chars,saw_done,finish_reason
818,42.785,42.78607104299954,1.4745789009994041,ok,0.06527258499954769,0.01783902911394094,0.026533723999818903,80,589,True,length
819,42.808,42.80879469299907,1.4751646450004046,ok,0.0562984520001919,0.01796005592404981,0.02652227099861193,80,402,True,length
820,42.853,42.85370904699994,1.4609010570002283,ok,0.0495706430010614,0.017864645164542097,0.026536564000707585,80,341,True,length
821,43.05,43.05070938599965,1.465490921998935,ok,0.06514459899881331,0.017725581455711625,0.026811579999048263,80,404,True,length
822,43.101,43.10199273199942,1.452832622000642,ok,0.05187337099960132,0.01773333269621513,0.02678003499931947,80,402,True,length
823,43.177,43.177452101999734,1.4423301619990525,ok,0.05500515499988978,0.017560783848101075,0.026011486999777844,80,372,True,length
824,43.202,43.20262914399973,1.4398265440013347,ok,0.04551536300095904,0.017649134924035532,0.026010686999143218,80,593,True,length
825,43.278,43.278811365000365,1.4423176370000874,ok,0.06163105999985419,0.017476705607609628,0.026007442000263836,80,360,True,length
826,43.429,43.429175972998564,1.4276813669985131,ok,0.061001824999038945,0.017299410759503038,0.025841151998974965,80,585,True,length
827,43.454,43.45449812999868,1.4195310839986632,ok,0.051012377998631564,0.017322731734186417,0.02583819199935533,80,426,True,length
828,43.832,43.83414022699981,1.3870884379994095,ok,0.06089189099839132,0.016786963620274313,0.025835198999629938,80,589,True,length
829,44.05,44.05076636599915,1.3659387450006761,ok,0.05447637500037672,0.016600458911392408,0.025840128000709228,80,395,True,length
830,44.151,44.15115941399927,1.3668093800006318,ok,0.057870561999152415,0.016568500569623144,0.025836695000180043,80,431,True,length
831,44.252,44.253074263999224,1.3483720789990912,ok,0.0434523049989366,0.01651753549367065,0.02581986899895128,80,401,True,length
832,44.303,44.303200365999146,1.3466288630006602,ok,0.04807361700113688,0.016437070848087963,0.025832391998847015,80,599,True,length
833,44.454,44.455664101000366,1.3613935330013192,ok,0.06058712100093544,0.016465580835445713,0.025834799998847302,80,318,True,length
834,44.504,44.50471096000001,1.3448547860007238,ok,0.04952839900033723,0.016396148544313465,0.02581828999973368,80,499,True,length
835,44.605,44.60521889799929,1.3394042940017243,ok,0.05085212400081218,0.01631044683544812,0.02583750000121654,80,593,True,length
836,44.781,44.78148122799939,1.3411498450004729,ok,0.06200156799968681,0.016191463607597892,0.024731669000175316,80,400,True,length
837,44.807,44.808942380999724,1.3363557769989711,ok,0.04732571699969412,0.01631654330380622,0.0247475360010867,80,337,True,length
838,45.252,45.25248300599924,1.3560667099991406,ok,0.052153425000142306,0.016504914886066712,0.024733052998271887,80,423,True,length
839,45.454,45.454837646999295,1.3509839920006925,ok,0.04545637900082511,0.016525328797475203,0.02466580799955409,80,427,True,length
840,45.554,45.55510018899986,1.357476207000218,ok,0.04620701400017424,0.01659801111390716,0.02473429000019678,80,339,True,length
841,45.655,45.65608615999918,1.3536655360003351,ok,0.04595505500037689,0.016552965999985243,0.02472091600066051,80,365,True,length
842,45.756,45.75776730599864,1.3739361159987311,ok,0.05932235900036176,0.016640386367081317,0.024738354000874097,80,480,True,length
843,46.0,46.00019198799964,1.3947730880008748,ok,0.05823073499959719,0.016917939911406932,0.02470813399850158,80,398,True,length
844,46.101,46.102808371999345,1.4036696170005598,ok,0.05540971800110128,0.01706625472150888,0.024739704000239726,80,376,True,length
845,46.202,46.20278570899973,1.4096602760000678,ok,0.05442026800119493,0.017154597379736007,0.025923856999725103,80,591,True,length
846,46.404,46.404576355000245,1.4244480209999892,ok,0.050734485001157736,0.017388419860748676,0.02602169100100582,80,333,True,length
847,46.429,46.42924174399923,1.4150911239994457,ok,0.03992729200035683,0.017406837860752478,0.02589376699870627,80,408,True,length
848,46.454,46.45561459899909,1.424243416000536,ok,0.050419311000950984,0.017389847215194487,0.02588824699887482,80,596,True,length
849,46.529,46.52946652799983,1.4160559400006605,ok,0.04512937999970745,0.01735317254430431,0.025920651998603716,80,400,True,length
850,46.655,46.65579545299988,1.4344294309994439,ok,0.05261809699914011,0.017490972025313304,0.025895222001054208,80,389,True,length
851,46.781,46.78215036099937,1.4453874209993955,ok,0.05995987099959166,0.017536714974695212,0.025917966000633896,80,588,True,length
852,46.832,46.83290370299983,1.429983109999739,ok,0.04590466199988441,0.01751964510128081,0.025919109999449574,80,339,True,length
853,47.0,47.00130024399914,1.4385136050004803,ok,0.045180876999438624,0.017636816037983283,0.025922259999788366,80,426,True,length
854,47.076,47.076821189999464,1.4461429319999297,ok,0.054993195000861306,0.01760906330378884,0.02593556900137628,80,431,True,length
855,47.126,47.12814219599932,1.4441890500002046,ok,0.062462681000397424,0.017489907822799737,0.025935866999134305,80,404,True,length
856,47.151,47.15182921399901,1.4440195170009247,ok,0.052205236001100275,0.01761762551898214,0.025921169999492122,80,339,True,length
857,47.252,47.25308874300026,1.4481787669992627,ok,0.051976555998408,0.017673141113938313,0.025920699001289904,80,325,True,length
858,47.328,47.3284100869987,1.4425751020007738,ok,0.04821462400104792,0.017649634531648466,0.025919984000211116,80,503,True,length
859,47.379,47.379932120999,1.4471042339991982,ok,0.05818095699942205,0.01758099517723213,0.025921524998921086,80,603,True,length
860,47.404,47.40521199799878,1.4392050210008165,ok,0.05142402800083801,0.017566176215179346,0.025920587999280542,80,486,True,length
861,47.429,47.4299886459994,1.437831945999278,ok,0.04027155199946719,0.017690343278491703,0.025938180000594002,80,345,True,length
862,47.554,47.55416206799964,1.440492407999045,ok,0.058119489998716745,0.01749805100000599,0.025932983999155113,80,453,True,length
863,47.706,47.70653131799918,1.4419104019998485,ok,0.06317153199961467,0.01745206059493722,0.025888058999044006,80,358,True,length
864,47.781,47.782131399999344,1.439257500000167,ok,0.06259667300037108,0.01742554113924241,0.02593817399974796,80,366,True,length
865,48.0,48.00031813199894,1.4350072220004222,ok,0.05256383300002199,0.01749894412658918,0.025908274999892456,80,404,True,length
866,48.025,48.02545921099954,1.428695405000326,ok,0.040151684001102694,0.017576119531648008,0.02583466099895304,80,404,True,length
867,48.05,48.05029748199922,1.4421525599991583,ok,0.05338047399891366,0.01757905218987674,0.026002111999332556,80,376,True,length
868,48.177,48.177301828000054,1.4443898369991075,ok,0.050514908998593455,0.01764370067090406,0.025937581000107457,80,314,True,length
869,48.303,48.30423413899916,1.470834443000058,ok,0.059480258998519275,0.017864922519003835,0.02613171700068051,80,417,True,length
870,48.404,48.405141948000164,1.453327862000151,ok,0.04773912600103358,0.017791920797472938,0.0261291450005956,80,314,True,length
871,48.554,48.55482186500012,1.45845893600017,ok,0.060043182000299566,0.017701146417712612,0.02612705100000312,80,398,True,length
872,48.579,48.57966793599917,1.452045136000379,ok,0.04904718999932811,0.017759135582286655,0.026072462998854462,80,612,True,length
873,48.63,48.63101598999856,1.464057799001239,ok,0.05667735600036394,0.01781464224050184,0.026175561999480124,80,591,True,length
874,48.655,48.655171329999575,1.453346574000534,ok,0.0461472250008228,0.017812368417725325,0.02619102900098369,80,345,True,length
875,48.756,48.756237880999834,1.4579732160000276,ok,0.05218493800020951,0.017794440430372583,0.02607229500063113,80,399,True,length
876,48.832,48.832368534000125,1.4519998590003524,ok,0.04851865300042846,0.017765127189865976,0.02619319899895345,80,352,True,length
877,49.025,49.026138899000216,1.4771985040006257,ok,0.05928006800058938,0.017948026481002372,0.026128613000764744,80,418,True,length
878,49.05,49.051153413000065,1.4766914490010095,ok,0.04790359099933994,0.018085628379767398,0.02612648300055298,80,404,True,length
879,49.151,49.15181914200002,1.4771229430007224,ok,0.05550747199959005,0.017994830126600057,0.026129806999961147,80,376,True,length
880,49.177,49.177769781999814,1.475731184000324,ok,0.04351948299881769,0.01812896962025051,0.026127899000130128,80,603,True,length
881,49.278,49.279020586000115,1.5017929399982677,ok,0.06534329999885813,0.018182591405058724,0.027157604999956675,80,422,True,length
882,49.303,49.30407858199942,1.4894737729991903,ok,0.054425590999017004,0.01816484102532798,0.02706159400077013,80,365,True,length
883,49.353,49.3546766519994,1.4972408359990368,ok,0.06505336499867553,0.01812865360761286,0.027216120999582927,80,365,True,length
884,49.379,49.379882093999186,1.4856142630014801,ok,0.05585742600123922,0.01809790208859294,0.027054883999880985,80,504,True,length
885,49.429,49.42993958700026,1.4905894229996193,ok,0.06275294000079157,0.018073553063280814,0.02715142899978673,80,400,True,length
886,49.479,49.47962534099861,1.473913697000171,ok,0.05825020700103778,0.0179194611772098,0.02707769799962989,80,504,True,length
887,49.504,49.50493923799877,1.4661367410008097,ok,0.04683354200096801,0.017965585810111696,0.02705481399971177,80,389,True,length
888,49.605,49.60525434400006,1.4640248190007696,ok,0.06270743700042658,0.017737880924051992,0.02715220699974452,80,367,True,length
889,49.63,49.6304572809986,1.4626402160010912,ok,0.05123568400085787,0.017865582936700534,0.02705365099973278,80,417,True,length
890,49.731,49.73119512399899,1.4592278189993522,ok,0.05688509499850625,0.017750842164568435,0.027067459999670973,80,404,True,length
891,50.025,50.02565707999929,1.4579807800000708,ok,0.06954648300052213,0.017574682936689977,0.027147990000230493,80,365,True,length
892,50.05,50.051010203998885,1.44610947900037,ok,0.05732578700008162,0.01757924072152019,0.02705377899837913,80,376,True,length
893,50.151,50.15168963599899,1.447261522998815,ok,0.06295083799886925,0.01752259182278435,0.027212275999772828,80,347,True,length
894,50.278,50.27879019899956,1.4443572599993786,ok,0.06850495199978468,0.017415457772148316,0.027214789999561617,80,500,True,length
895,50.303,50.30366470300032,1.4383019029992283,ok,0.05708688899903791,0.017483472329124335,0.027056980001361808,80,416,True,length
896,50.379,50.37946501799888,1.4253529540001182,ok,0.053292585000235704,0.017367510455682626,0.027074616999016143,80,402,True,length
897,50.479,50.480533762998675,1.4303202600003715,ok,0.06057130400040478,0.01733830116454901,0.02705299700028263,80,343,True,length
898,50.605,50.6059182049994,1.4179930779991992,ok,0.06303875300000072,0.017151008227854248,0.027202045001104125,80,477,True,length
899,50.731,50.73119436699926,1.4117270080005255,ok,0.06223009800123691,0.01708192998732925,0.025646043999586254,80,418,True,length
900,50.807,50.80794500899901,1.4047352010002214,ok,0.05768579600044177,0.01705093816456645,0.024881491000996903,80,593,True,length
901,50.857,50.85729514400009,1.3884720249989186,ok,0.044151451000288944,0.0170163970253063,0.024851146001310553,80,417,True,length
902,51.05,51.050944123999216,1.4112793069998588,ok,0.06038521800110175,0.017099604531641846,0.02508163600032276,80,504,True,length
903,51.076,51.076499938999405,1.3992630479988293,ok,0.04853193700000702,0.01709756550632006,0.025076644000364468,80,431,True,length
904,51.202,51.20273495699985,1.4015683580000768,ok,0.056352685000092606,0.017027715367096134,0.02512066999952367,80,601,True,length
905,51.252,51.25262717999976,1.4044539790011186,ok,0.0599723070008622,0.017018453101259125,0.025125203999778023,80,599,True,length
906,51.429,51.42946145199858,1.4076230390001,ok,0.05410597399895778,0.017132808746846653,0.025266501999794855,80,410,True,length
907,51.454,51.45460444899982,1.3961233669997455,ok,0.042605050999554805,0.017132858582297995,0.025272078999478254,80,601,True,length
908,51.479,51.47944296700007,1.413400653998906,ok,0.05391764699925261,0.017208329924052364,0.026522545000261744,80,415,True,length
909,51.655,51.655607620999945,1.4214094400012982,ok,0.06724251600098796,0.017141008177221216,0.026517464000789914,80,480,True,length
910,51.68,51.68059449999964,1.414279123999222,ok,0.061086829999112524,0.017128650645587832,0.026514224000493414,80,431,True,length
911,51.706,51.70711078400018,1.4056580500000564,ok,0.048308422999980394,0.01718127129113989,0.026553134999630856,80,400,True,length
912,51.807,51.807294049998745,1.4196124649988633,ok,0.05046624399983557,0.017330646911386218,0.026518098999076756,80,415,True,length
913,51.857,51.857243749998815,1.4225806029990054,ok,0.053538865999144036,0.01732935567088134,0.026550006001343718,80,412,True,length
914,52.025,52.026129187999686,1.4314867369994317,ok,0.050600311000380316,0.017479201455680136,0.026551741000730544,80,381,True,length
915,52.126,52.12697515800028,1.4344200520008599,ok,0.05205809499966563,0.017497713835445777,0.026565602000118815,80,589,True,length
916,52.252,52.25313408999864,1.436816078999982,ok,0.04527749400040193,0.01761411668354136,0.026573953000479378,80,458,True,length
917,52.303,52.30360188399936,1.4368341339995823,ok,0.0479333460007183,0.01758072278481231,0.026568478000626783,80,589,True,length
918,52.379,52.38087338599871,1.4512786110008165,ok,0.0562794239995128,0.017657753329123945,0.026554313000815455,80,418,True,length
919,52.429,52.42949391699949,1.4444389420004882,ok,0.046331985999131575,0.01769726396203255,0.026553805999355973,80,348,True,length
920,52.605,52.605615211999975,1.457433609999498,ok,0.05133534900051018,0.01779830143038188,0.02655224500085751,80,442,True,length
921,52.706,52.706931101998634,1.4636623239985056,ok,0.050745719998303684,0.01788471032912501,0.026555325001027086,80,346,True,length
922,52.756,52.75643052600026,1.475205136999648,ok,0.060903969999344554,0.017902209873417507,0.026553162999334745,80,415,True,length
923,52.781,52.781247413999154,1.4644601050003985,ok,0.055933779000042705,0.017829147063291858,0.026569118999759667,80,401,True,length
924,52.807,52.80851549900035,1.4559059790008178,ok,0.04215570300038962,0.01789528724049565,0.026566828999420977,80,305,True,length
925,52.857,52.85796277400004,1.4588122250006563,ok,0.04772132800098916,0.0178616195443041,0.026130981001188047,80,418,True,length
926,53.101,53.10143407199939,1.4583575070009829,ok,0.054448656001113704,0.017770674303783724,0.026628998999512987,80,322,True,length
927,53.126,53.12720169199929,1.4508692449999216,ok,0.042559289000564604,0.017826406632893043,0.026633831999788526,80,402,True,length
928,53.151,53.15170979999857,1.4678451729996596,ok,0.061408391999066225,0.017802642936727307,0.026557158000287018,80,339,True,length
929,53.177,53.1779605849988,1.455203433000861,ok,0.04914261600060854,0.017797968341762463,0.026561100999970222,80,333,True,length
930,53.278,53.279262100999404,1.4682095650005067,ok,0.05368747399916174,0.017905017784823365,0.02662790799877257,80,431,True,length
931,53.353,53.354124047998994,1.46213046900084,ok,0.05074520400012261,0.01786529413925276,0.026559385998552898,80,344,True,length
932,53.605,53.60632596100004,1.4752806500000588,ok,0.06134014599956572,0.01789767407595557,0.026564128000245546,80,599,True,length
933,53.63,53.63016059199981,1.465009858000485,ok,0.05959632000121928,0.01778973767086657,0.026565562999167014,80,583,True,length
934,53.655,53.65548208399923,1.464094742999805,ok,0.052845191001324565,0.017863595759484305,0.026605693999954383,80,438,True,length
935,53.68,53.680171108999275,1.4526119950005523,ok,0.041583741000067675,0.017860856341779058,0.026616911000019172,80,410,True,length
936,53.756,53.756630869998844,1.464327122999748,ok,0.056608844999573193,0.01781894162024999,0.02662503499959712,80,410,True,length
937,53.832,53.83232482600033,1.4667230899995047,ok,0.0607643499988626,0.017796606759486765,0.026631868999174912,80,480,True,length
938,53.857,53.858135012000275,1.4597454129998368,ok,0.04870561600000656,0.01786098248102681,0.026626654000210692,80,333,True,length
939,54.05,54.050703823999356,1.474483895000958,ok,0.05055672200069239,0.018024066810125354,0.026619440001013572,80,288,True,length
940,54.177,54.17782199799876,1.479179247000502,ok,0.05394043900014367,0.018040688481027866,0.026620687000104226,80,360,True,length
941,54.202,54.202900890999445,1.4732793029997993,ok,0.042859371000304236,0.01810625756960793,0.026635678999809898,80,480,True,length
942,54.379,54.379551140998956,1.4902707649998774,ok,0.053593362999890815,0.018185466759480077,0.026623232999554602,80,445,True,length
943,54.479,54.480710587999056,1.4927755890003027,ok,0.06558623499950045,0.018065344873436136,0.02657700700001442,80,436,True,length
944,54.504,54.50415723500009,1.4879686250005761,ok,0.055453962999308715,0.018132810708864987,0.02654885199990531,80,427,True,length
945,54.579,54.57930959999976,1.487119347000771,ok,0.0539466980008001,0.018141077962032404,0.026533397000093828,80,401,True,length
946,54.63,54.63115197499974,1.4943230879998737,ok,0.05479781800022465,0.01822152753164671,0.026548935999016976,80,505,True,length
947,54.68,54.6807846949996,1.493873438999799,ok,0.06620333099999698,0.018071463886072604,0.026469857000847696,80,339,True,length
948,54.706,54.706154748999325,1.4869668089995685,ok,0.056181508998633944,0.01811092334178341,0.02655033599876333,80,365,True,length
949,55.025,55.02583396099908,1.4931490480012144,ok,0.05593431499983126,0.018192252405069782,0.02715297500071756,80,400,True,length
950,55.05,55.05114067199975,1.4867283229996247,ok,0.04442915299841843,0.01825666460759357,0.02709527099978004,80,455,True,length
951,55.076,55.07623038899874,1.4995032110000466,ok,0.05682207400059269,0.018261491999993856,0.027097861999209272,80,309,True,length
952,55.151,55.152082102998975,1.4937551740003983,ok,0.055071972999940044,0.018210854784816155,0.027077047001512256,80,404,True,length
953,55.177,55.178144866000366,1.4861170369986212,ok,0.042996168000172474,0.018267044518981056,0.027070306001405697,80,593,True,length
954,55.202,55.20296554499873,1.497223682999902,ok,0.05607564599995385,0.01824206968353504,0.02707038299922715,80,187,True,length
955,55.252,55.25220902199908,1.4862369139991642,ok,0.047269067999877734,0.018214485506339056,0.02709590100130299,80,339,True,length
956,55.353,55.353984346998914,1.488711025000157,ok,0.061359113999060355,0.018067445189882177,0.027188942000066163,80,477,True,length
957,55.379,55.379588292000335,1.4882000420002441,ok,0.0492117120011244,0.018214761797451823,0.027076899999883608,80,480,True,length
958,55.429,55.42922903999897,1.4894747590005863,ok,0.06177646600008302,0.018071785075968547,0.027060172000346938,80,389,True,length
959,55.454,55.4559099399994,1.4811588829998072,ok,0.05070949500077404,0.01810664484810907,0.027070056999946246,80,469,True,length
960,55.529,55.52967741999964,1.4728536479997274,ok,0.050639610999496654,0.018002385556969727,0.02709612999933597,80,398,True,length
961,55.605,55.606928848999814,1.476665944999695,ok,0.06937571900016337,0.017813454240516693,0.027071731999967596,80,346,True,length
962,55.63,55.630171662000066,1.470903202000045,ok,0.05971096299981582,0.017862886113924774,0.027095416000520345,80,404,True,length
963,55.706,55.706556344999626,1.4595451089990092,ok,0.05627362599989283,0.01776260613923678,0.02707173300041177,80,396,True,length
964,55.807,55.80734883100013,1.4694015519999084,ok,0.0625789519999671,0.017807573025308984,0.02707213400026376,80,360,True,length
965,56.0,56.00053273599951,1.4530083680001553,ok,0.04687662099968293,0.017798820443042845,0.027076517000750755,80,352,True,length
966,56.076,56.076719634000256,1.4662974980001309,ok,0.06151833900003112,0.0177816952531706,0.027077156999439467,80,346,True,length
967,56.202,56.203505120000045,1.4620278559996223,ok,0.06758894800077542,0.017650816101252794,0.027070963998994557,80,343,True,length
968,56.227,56.22781663499882,1.4550946460003615,ok,0.056669084000532166,0.01770129596203517,0.027148023000336252,80,399,True,length
969,56.303,56.30400762499994,1.444503517001067,ok,0.05993073500030732,0.017525914620254976,0.025736126000992954,80,412,True,length
970,56.328,56.32903275799981,1.436561384000015,ok,0.047906002999297925,0.01757759979747927,0.025712839000334498,80,416,True,length
971,56.454,56.45491098099956,1.445044936001068,ok,0.06391601500035904,0.01748231321519747,0.025267293000069913,80,309,True,length
972,56.529,56.529346455999985,1.4194683700006863,ok,0.046213591000196175,0.017382592202529506,0.025145980000161217,80,415,True,length
973,56.68,56.680376219999744,1.413109824001367,ok,0.05780182499984221,0.01715549259495651,0.0250189499984117,80,360,True,length
974,56.832,56.83278282900028,1.404675859001145,ok,0.05382623700097611,0.01709901887341955,0.024858725000740378,80,347,True,length
975,56.857,56.85804444299902,1.4025226409994502,ok,0.04189356099959696,0.01722286779746539,0.024802136000289465,80,415,True,length
976,57.151,57.151726805999715,1.4151346300004661,ok,0.056798672001605155,0.017193754822764726,0.024802821999401203,80,603,True,length
977,57.177,57.17746529999931,1.4085275919987907,ok,0.04493639399879612,0.017260351974683442,0.024834728001223993,80,325,True,length
978,57.202,57.20391895799912,1.4156445739990886,ok,0.055293523999353056,0.01721935311392763,0.02483633399970131,80,327,True,length
979,57.303,57.303795840998646,1.4181162089989812,ok,0.06422268799906306,0.017137592455709855,0.024757018001764663,80,402,True,length
980,57.328,57.32884247199945,1.4109824160004791,ok,0.053111467001144774,0.017187770240490886,0.024734175000048708,80,417,True,length
981,57.379,57.37926859899926,1.409829816000638,ok,0.054917254999963916,0.017150465759509126,0.02457099300045229,80,352,True,length
982,57.429,57.42964940299862,1.4145231829988916,ok,0.060855617999550304,0.017134736215183105,0.02459756899952481,80,398,True,length
983,57.579,57.579890012999385,1.3897055510005885,ok,0.04960078400108614,0.016963037354430468,0.02459167699998943,80,488,True,length
984,57.807,57.80751836499985,1.4036662180005806,ok,0.058912074000545545,0.01702189156960138,0.024593740999989677,80,505,True,length
985,58.076,58.076615702999334,1.396493754000403,ok,0.059529780999582727,0.016923288430387148,0.024591325000073994,80,480,True,length
986,58.101,58.10183535299984,1.3853308390007442,ok,0.053506320999076706,0.016858243848115375,0.024590991000877693,80,352,True,length
987,58.126,58.12688943499961,1.37717885299935,ok,0.04174219299966353,0.016903965746839472,0.024596027000370668,80,311,True,length
988,58.177,58.17903636899973,1.3901366379996034,ok,0.05872932499914896,0.016852943873426382,0.02459189100045478,80,432,True,length
989,58.227,58.22729344899926,1.3750719279996702,ok,0.0468977239997912,0.0168120400885988,0.024593113999799243,80,374,True,length
990,58.303,58.303585913999996,1.3882102739989932,ok,0.05514050700003281,0.01687392835442494,0.02736810200076434,80,589,True,length
991,58.353,58.35389810599918,1.3833136680004827,ok,0.0579846410000755,0.016775967531660323,0.027512728000147035,80,394,True,length
992,58.479,58.48010397500002,1.3789899149996927,ok,0.055045405999408104,0.01675846567089633,0.027450176999991527,80,309,True,length
993,58.504,58.505217728999924,1.3708938890013087,ok,0.04322689200125751,0.016805589708866725,0.027407907999076997,80,344,True,length
994,58.605,58.60602969199863,1.366031703999397,ok,0.049927251999179134,0.01665911136709078,0.02743776900024386,80,396,True,length
995,58.807,58.8080246669997,1.3581542490010179,ok,0.04861629400147649,0.016576059050622243,0.027435637999587925,80,593,True,length
996,59.0,59.000481852999656,1.3713996660007979,ok,0.059536704000493046,0.01660550331645844,0.02743530199950328,80,586,True,length
997,59.025,59.02647943899865,1.362440245999096,ok,0.052260029999160906,0.016584270924058613,0.027436115999080357,80,589,True,length
998,59.05,59.05081005200009,1.3561261180002475,ok,0.04190202700010559,0.016635426329115414,0.0274358980004763,80,345,True,length
999,59.126,59.1267709269996,1.3647146509993036,ok,0.05063920899920049,0.016633558316450806,0.027452291000372497,80,412,True,length
1000,59.429,59.430883040999106,1.382865622999816,ok,0.05624149499999476,0.01679242407594814,0.027435861999038025,80,399,True,length
1001,59.655,59.65576337099992,1.3700935220003885,ok,0.048350888000641135,0.016730578696204916,0.024842840999554028,80,381,True,length
1002,59.756,59.75716534899948,1.3694815750004636,ok,0.048533365999901434,0.016720541721537578,0.02491478899901267,80,589,True,length
1003,59.807,59.807918393000364,1.367934582000089,ok,0.05124130399963178,0.016666702354420602,0.024640817000545212,80,376,True,length
1004,60.101,60.10176201499962,1.3933529709993309,ok,0.047057198999027605,0.01704138117722461,0.024640867000925937,80,593,True,length
1005,60.227,60.22757327199906,1.4116083379994961,ok,0.05320231499899819,0.01719466344303915,0.02542634299970814,80,585,True,length
1006,60.278,60.27847442500024,1.4136088830000517,ok,0.0606888300007995,0.01712528145569045,0.025438109998503933,80,603,True,length
1007,60.303,60.303598312999384,1.4131601780009078,ok,0.05436717600059637,0.017199628721513524,0.02540945199871203,80,503,True,length
1008,60.328,60.32961946599971,1.4001078979999875,ok,0.04249802400045155,0.01718466473417559,0.025412810000489117,80,402,True,length
1009,60.404,60.40437542399923,1.410862372000338,ok,0.05309241800023301,0.01718665036706982,0.0254133409998758,80,469,True,length
1010,60.554,60.554191653998714,1.4053414600002725,ok,0.05192418899969198,0.017131485683536615,0.025388304000443895,80,312,True,length
1011,60.605,60.60645906799982,1.4025637590002589,ok,0.05308755599980941,0.017081654075947788,0.025412899000002653,80,399,True,length
1012,60.655,60.65610367099907,1.4025953159998608,ok,0.05609032900065358,0.017044090088612518,0.025444580000112182,80,460,True,length
1013,60.756,60.75728829400032,1.410873024000466,ok,0.05650764900019567,0.01714355258226982,0.025412125998627744,80,408,True,length
1014,60.807,60.80750423899917,1.4096471600005316,ok,0.05782667700077582,0.017111374329125524,0.02543223599968769,80,415,True,length
1015,61.076,61.07649706899974,1.4305940129997907,ok,0.05010531900006754,0.01747423334176968,0.02559541299888224,80,345,True,length
1016,61.151,61.151835441,1.447936579999805,ok,0.06655406399841013,0.017485522810142057,0.02559664999898814,80,297,True,length
1017,61.177,61.1781019150003,1.4404365989994403,ok,0.059438719999889145,0.017480679974682913,0.025598372998501873,80,327,True,length
1018,61.202,61.20247838799878,1.434382140998423,ok,0.04817307199846255,0.017546657151900878,0.025597874000595766,80,445,True,length
1019,61.252,61.253103412998826,1.4361219799993705,ok,0.05164046900063113,0.017524775303794326,0.02559729300082836,80,480,True,length
1020,61.353,61.353931468000155,1.4394987839987152,ok,0.05729417200018361,0.017495874556965347,0.025848386001598556,80,411,True,length
1021,61.379,61.379784750999534,1.4331263700005366,ok,0.04547412400097528,0.017564897898732335,0.02594143699934648,80,337,True,length
1022,61.504,61.50552570099899,1.4360565309998492,ok,0.06148612699871592,0.017399290962041764,0.02594619000046805,80,591,True,length
1023,61.579,61.579194490999726,1.4273862450008892,ok,0.06008785199992417,0.017307236189883987,0.02593184699981066,80,345,True,length
1024,61.68,61.68051847499919,1.4123618429985072,ok,0.04933542899925669,0.01725320144304291,0.02594693900027778,80,460,True,length
1025,61.756,61.75684656199883,1.4323861100001523,ok,0.05810472499979369,0.017395610607597024,0.025927207001586794,80,318,True,length
1026,62.05,62.05098730699865,1.4434497759993974,ok,0.04403314999944996,0.017713833417716,0.02677962599955208,80,396,True,length
1027,62.101,62.10147475299891,1.4437914619993535,ok,0.052606649998779176,0.017609619493669015,0.026715215999502107,80,347,True,length
1028,62.126,62.126779969999916,1.437100825998641,ok,0.04130786199857539,0.01766797877216153,0.02673578699977952,80,422,True,length
1029,62.202,62.20298699699924,1.4481690450011229,ok,0.057115333000183455,0.017607983430382234,0.026747388999865507,80,423,True,length
1030,62.227,62.2274850649992,1.4485898869988887,ok,0.045930686999781756,0.017754908253169284,0.02681927100093162,80,452,True,length
1031,62.278,62.278628500000195,1.4491165509989514,ok,0.04747997699996631,0.01774195098732889,0.026822424999409122,80,415,True,length
1032,62.328,62.32833298100013,1.4558618370010663,ok,0.05428251699959219,0.017741105113945874,0.026715066998804105,80,393,True,length
1033,62.379,62.37954176399944,1.4575044210014312,ok,0.05697305100147787,0.017727929417710182,0.026743155000076513,80,599,True,length
1034,62.504,62.50436850299957,1.4578893489997427,ok,0.06261504000030982,0.017661350506317876,0.026740426999822375,80,418,True,length
1035,62.529,62.52983932299867,1.4510600620014884,ok,0.050672563000262016,0.01772610112659348,0.026557384999250644,80,365,True,length
1036,62.756,62.75705776199902,1.463076887999705,ok,0.05558884899983241,0.017816005341771843,0.026773726000101306,80,389,True,length
1037,62.781,62.782083743999465,1.4569974570003978,ok,0.045721417000095244,0.017863964784818206,0.026781568998558214,80,371,True,length
1038,63.0,63.00203666199923,1.4965258669999457,ok,0.05696103099944594,0.018222011531662835,0.026744982000309392,80,314,True,length
1039,63.07599999999999,63.07643944299889,1.4983288419989549,ok,0.05950747200040496,0.018212611987340248,0.026746109999294276,80,439,True,length
1040,63.101,63.10311546399862,1.4902178849988559,ok,0.046216544998969766,0.01827820794937043,0.026748333000796265,80,453,True,length
1041,63.150999999999996,63.15186646700022,1.498064155000975,ok,0.050837262000641203,0.01831906370887138,0.026746924999315524,80,401,True,length
1042,63.227000000000004,63.227803656000106,1.518178712000008,ok,0.0594984259987541,0.01846398872151474,0.026818890000868123,80,404,True,length
1043,63.278000000000006,63.27885797199997,1.502973196998937,ok,0.05205478499919991,0.018365733202526942,0.02682054500110098,80,426,True,length
1044,63.303,63.303676543999245,1.496953981999468,ok,0.04131666099965514,0.01842547479747184,0.026823420001164777,80,339,True,length
1045,63.352999999999994,63.35324387699984,1.5215358269997523,ok,0.06427705799978867,0.018446014164556466,0.026821864001249196,80,401,True,length
