idx,scheduled_t_rel_s,t_rel_s,latency_s,status,ttft_s,avg_tbt_s,worst_tbt_s,tokens_received,gen_chars,saw_done,finish_reason
380,22.56,22.560732789999747,1.858313951999662,ok,0.07534044000021822,0.02256898999999239,0.029313451999769313,80,432,True,length
381,22.616,22.619005563999963,1.8459652260007715,ok,0.06081328900108929,0.022596470569624216,0.030129483999189688,80,339,True,length
382,22.684,22.68466629300019,1.850304187000802,ok,0.061429352001141524,0.02264364824049717,0.02931282499957888,80,345,True,length
383,22.74,22.740877614000055,1.86572975800118,ok,0.07793353200031561,0.022629949936724843,0.02870583000003535,80,394,True,length
384,22.762,22.762736552000206,1.8615684090000286,ok,0.08003546700092556,0.022550806721506268,0.02921346299990546,80,380,True,length
385,22.773,22.773887907000244,1.8486202069998399,ok,0.06716363499981526,0.022549794291138178,0.02932839899949613,80,320,True,length
386,22.785,22.785502159000316,1.858500477999769,ok,0.08003768299931835,0.022511932721511273,0.02932303200032038,80,347,True,length
387,22.807,22.80721706499935,1.8586600920007186,ok,0.0846472339999309,0.022455599708866684,0.029299908001121366,80,305,True,length
388,22.818,22.8189983559987,1.845652517000417,ok,0.0712641000009171,0.022460347126565743,0.02931436600010784,80,505,True,length
389,22.852,22.85308251999959,1.8410793309994915,ok,0.06271245699826977,0.022510701392415677,0.02921444099956716,80,379,True,length
390,22.863,22.863756894999824,1.8539692319991445,ok,0.07578376600031334,0.022508412734168814,0.029300817999683204,80,380,True,length
391,22.885,22.885922204999588,1.855626635999215,ok,0.07902411699978984,0.022488430569634905,0.02921649800009618,80,417,True,length
392,22.896,22.896718594998674,1.8444791929996427,ok,0.0669141660000605,0.02250055078481257,0.029299879999598488,80,442,True,length
393,22.919,22.920067584998833,1.8464661590005562,ok,0.07006035100130248,0.022485849708861184,0.029210822000095504,80,587,True,length
394,22.941,22.942103438999766,1.8485714299986284,ok,0.06681032799860986,0.02255363855697454,0.029218399000455975,80,583,True,length
395,23.012,23.012177331000203,1.8473364609999408,ok,0.06749599400063744,0.022529193683538645,0.02932427199993981,80,394,True,length
396,23.035,23.03603144599947,1.846145477000391,ok,0.06203184599871747,0.02258325896202476,0.02932131300076435,80,380,True,length
397,23.083,23.083150693999414,1.8394916190009099,ok,0.06713456500074244,0.022434401227840253,0.029206866000095033,80,320,True,length
398,23.107,23.107847080000283,1.8436950539999089,ok,0.0677174489992467,0.022480280063282867,0.0292233389991452,80,423,True,length
399,23.131,23.131552152999575,1.8405104169996775,ok,0.06729236799947103,0.022445389531640103,0.029286499999216176,80,499,True,length
400,23.155,23.1556957039993,1.8364239410002483,ok,0.061310031998800696,0.022469269721528413,0.029316792999452446,80,480,True,length
401,23.226,23.22688994300006,1.8328963780004415,ok,0.05795695500091824,0.022467113822775775,0.02921207399958803,80,480,True,length
402,23.296,23.296410087999902,1.8501532320005936,ok,0.07421408099980908,0.022479786974697703,0.028695005999907153,80,398,True,length
403,23.38,23.380485486999532,1.8236127479995048,ok,0.05796528899918485,0.022349539759500346,0.028707518000373966,80,589,True,length
404,23.416,23.416744838999875,1.8316200709996338,ok,0.07367288899877167,0.022251997569640743,0.028701621000436717,80,438,True,length
405,23.428,23.42820356899938,1.8410250460001407,ok,0.08846312399873568,0.02218393316457256,0.028707379000479705,80,460,True,length
406,23.463,23.465546080999047,1.8316913140006363,ok,0.07471780100058822,0.02223986743037925,0.028708858999380027,80,401,True,length
407,23.475,23.47524786899885,1.8215641970000434,ok,0.06377909299953899,0.022250060936706097,0.02869615500094369,80,599,True,length
408,23.487,23.491472947000148,1.8297760950008524,ok,0.07423157800076297,0.02222171579747346,0.028716754999550176,80,398,True,length
409,23.498,23.49914186999922,1.8195920720008871,ok,0.06350184599978093,0.02222858972152009,0.029245808998894063,80,426,True,length
410,23.522,23.522324068999296,1.8211968439991324,ok,0.06028764499933459,0.022289575113927065,0.028722242999720038,80,480,True,length
411,23.593,23.593753002000085,1.8299075329996413,ok,0.08250190000035218,0.022118553329107008,0.028698737000013352,80,343,True,length
412,23.617,23.617475387000013,1.8358298510011082,ok,0.07887839500108385,0.02223960499998876,0.029066078999676392,80,399,True,length
413,23.629,23.629933612999594,1.8231134289999318,ok,0.06620714000018779,0.022238908468352747,0.028998129000683548,80,327,True,length
414,23.677,23.67795625799954,1.821366289001162,ok,0.06377094900017255,0.022247611797474403,0.029062559999147197,80,486,True,length
415,23.748,23.74847923699963,1.8126582249988132,ok,0.06035181499828468,0.02218067144305586,0.028993085001275176,80,594,True,length
416,23.795,23.796078981999017,1.8098558829988178,ok,0.06419958999867958,0.02209648475950474,0.029056370998659986,80,412,True,length
417,23.818,23.81841650899878,1.8155229309995775,ok,0.05869941499986453,0.022237873455714745,0.028993359999731183,80,305,True,length
418,23.902,23.902861827999004,1.8268604049990245,ok,0.06249778599885758,0.02233327772152239,0.030228491001253133,80,422,True,length
419,24.095,24.09550646000025,1.8625368249995518,ok,0.07865470599972468,0.022580469037960408,0.030433353000262287,80,366,True,length
420,24.119,24.119465619998664,1.8582590549995075,ok,0.0719935870001791,0.02261065022784224,0.030485085999316652,80,417,True,length
421,24.19,24.191950745000213,1.8471666670011473,ok,0.07068361100027687,0.022486799987354627,0.030159392999848933,80,344,True,length
422,24.202,24.202965574999325,1.857235198998751,ok,0.0795815589990525,0.022501656620263502,0.030406275000132155,80,337,True,length
423,24.214,24.214640365000378,1.8442166660006478,ok,0.0670714619991486,0.022495202949380944,0.03052214399940567,80,399,True,length
424,24.226,24.226215325999874,1.8340999179999926,ok,0.056403776001388906,0.022502301797453873,0.030149582999001723,80,480,True,length
425,24.296,24.296850038999764,1.8541823670002486,ok,0.07316577799974766,0.022544217481021107,0.03039914000146382,80,442,True,length
426,24.356,24.356334029998834,1.8367207439987396,ok,0.06406349700046121,0.02243832183544155,0.029536850999647868,80,346,True,length
427,24.368,24.370186744999955,1.8455333879992395,ok,0.07168215199999395,0.022453483860760882,0.030393319999348023,80,298,True,length
428,24.404,24.404666962000192,1.838750531000187,ok,0.061581576001117355,0.022495441607583117,0.02961919999870588,80,505,True,length
429,24.416,24.4164770569987,1.8494475560000865,ok,0.07229144899974926,0.022495358367082132,0.029596686999866506,80,340,True,length
430,24.44,24.442804841999532,1.8473925010002858,ok,0.06473435100087954,0.022565015974681888,0.02960091099885176,80,401,True,length
431,24.487,24.487616583999625,1.8521593140012556,ok,0.07184468900049978,0.022535321189865544,0.029611095000291243,80,523,True,length
432,24.498,24.498782295999263,1.868264544998965,ok,0.08038457399925392,0.022631108822794507,0.029468706999978167,80,453,True,length
433,24.51,24.510183373999098,1.8550316839991865,ok,0.06797075000031327,0.02262072136709091,0.029520627000238164,80,369,True,length
434,24.557,24.55764291000014,1.8485256789990672,ok,0.06418028499865613,0.022586311215191824,0.03064437499961059,80,438,True,length
435,24.641,24.64169214100002,1.8592606370002613,ok,0.07613700299953052,0.022570876734179467,0.030515620001096977,80,593,True,length
436,24.665,24.66642181699899,1.862475080999502,ok,0.07525670100039861,0.02262272707594093,0.030139487000269582,80,585,True,length
437,24.689,24.689168470998993,1.8638123079999787,ok,0.07717186100126128,0.02261540551897937,0.030526305999956094,80,480,True,length
438,24.701,24.702075420000256,1.8510155940002733,ok,0.06428304499968363,0.02261663917721031,0.030501867999191745,80,593,True,length
439,24.712,24.71259830099916,1.858300503999999,ok,0.07617716599997948,0.02255820041772253,0.03157642500082147,80,589,True,length
440,24.724,24.72474600699934,1.8463382809986797,ok,0.06413764499848185,0.02255929656963371,0.02960407399950782,80,502,True,length
441,24.748,24.748858011000266,1.8511694690005243,ok,0.058454502001040964,0.02269229803796061,0.029481609000868048,80,396,True,length
442,24.783,24.78390733699962,1.8538838570002554,ok,0.07584821700038447,0.022506497354421482,0.02951180200034287,80,409,True,length
443,24.795,24.795465649000107,1.8439011009995738,ok,0.06579841200073133,0.022507361075935754,0.030479237999315956,80,477,True,length
444,24.807,24.80787902100019,1.8525382759999047,ok,0.07563905300048646,0.022492112316458472,0.030458350000117207,80,480,True,length
445,24.83,24.831929268999374,1.8565784000002168,ok,0.06960586999957741,0.02261963011392542,0.030496629999106517,80,586,True,length
446,24.842,24.84249916800036,1.846159405000435,ok,0.059208041999227135,0.022619356936715282,0.03047177699954773,80,432,True,length
447,24.89,24.890948836999087,1.858827965999808,ok,0.08323320999988937,0.022475534911376875,0.02956900100070925,80,417,True,length
448,24.926,24.92665043299894,1.843601784999919,ok,0.06345703199986019,0.02253312993670528,0.030635621998953866,80,339,True,length
449,24.938,24.93862829199861,1.8319097699986742,ok,0.05359611499989114,0.02251009031644134,0.02957734600022377,80,344,True,length
450,25.0,25.00072342800013,1.8714706669998122,ok,0.07522079699992901,0.022736965962026203,0.030528014000083203,80,312,True,length
451,25.076,25.076228624999203,1.8639118980008789,ok,0.07003405199975532,0.022707008810138627,0.029624966000483255,80,589,True,length
452,25.088,25.088413011999364,1.8726566090008419,ok,0.075243536999551,0.02275177662025421,0.03044070800024201,80,418,True,length
453,25.189,25.18935292599963,1.857632403000025,ok,0.05889142100022582,0.022768544468345694,0.029528224000387127,80,480,True,length
454,25.24,25.241687996998735,1.870309191999695,ok,0.07911823299946263,0.02267297962026544,0.029560529999798746,80,480,True,length
455,25.278,25.278214850999575,1.8549371069984772,ok,0.06492218599851185,0.022658125810128788,0.029507430999728967,80,415,True,length
456,25.29,25.290486436999345,1.8717669779998687,ok,0.07080499400035478,0.02279672460760214,0.03042681300030381,80,346,True,length
457,25.303,25.30382785999973,1.8570698790008464,ok,0.05712946400126384,0.02278377493668721,0.029474967001078767,80,480,True,length
458,25.366,25.366655460999027,1.8571141550000902,ok,0.057581741999456426,0.02277858602532364,0.02950846299972909,80,376,True,length
459,25.404,25.408106883000073,1.8567818520004948,ok,0.06648947800022142,0.02266164163290652,0.030421420000493526,80,343,True,length
460,25.416,25.416375081000297,1.8762695740006166,ok,0.0833683889995882,0.022694676556977954,0.030452226999841514,80,465,True,length
461,25.429,25.429429871999673,1.8633131930000673,ok,0.07044253200001549,0.02269437844303486,0.03041379299975233,80,330,True,length
462,25.442,25.442248590999952,1.8733816610001668,ok,0.07281724200038298,0.022791673417728656,0.02959017600005609,80,480,True,length
463,25.492,25.492258422000305,1.8719774529999995,ok,0.06863330600026529,0.022826820607601977,0.02961005399993155,80,503,True,length
464,25.504,25.504823829998713,1.8612663370004157,ok,0.05694172299990896,0.02283926160759355,0.030464424000456347,80,398,True,length
465,25.542,25.5431780910003,1.8654570700000477,ok,0.06388777900065179,0.022804362759485185,0.030174777000866015,80,400,True,length
466,25.58,25.580372316999274,1.8669888540007378,ok,0.07535425300011411,0.022678398050629767,0.029629017000843305,80,380,True,length
467,25.605,25.607220607000272,1.8671869190002326,ok,0.06899839300058375,0.022761344797466256,0.02958439299982274,80,325,True,length
468,25.618,25.619169294999665,1.8569793299993762,ok,0.05911229900084436,0.022757436936697996,0.030446111000856035,80,343,True,length
469,25.656,25.65720072899967,1.8570269839983666,ok,0.07208018299934338,0.022593974848100114,0.029552510000939947,80,480,True,length
470,25.669,25.669273118999627,1.8673708999995142,ok,0.08669709599962516,0.022539819518977863,0.030490212000586325,80,486,True,length
471,25.681,25.68183385699922,1.8537483529999008,ok,0.07288272100049653,0.022542330012653065,0.02950765700006741,80,594,True,length
472,25.694,25.694718962999104,1.8679531809993932,ok,0.07975347100000363,0.02263524763291087,0.030492612000671215,80,505,True,length
473,25.706,25.70750814799976,1.8549491049998323,ok,0.06653147599899967,0.02263792965823086,0.029546663001383422,80,367,True,length
474,25.744,25.745108330998846,1.8611044449990004,ok,0.07424950599852309,0.022618154645575095,0.02873370899942529,80,333,True,length
475,25.757,25.757692651999605,1.8462884639993717,ok,0.05984650100072031,0.02261289758227369,0.02854699400086247,80,422,True,length
476,25.795,25.79534716699891,1.8622595590004494,ok,0.07662303100005374,0.022602671050651536,0.028735283000060008,80,502,True,length
477,25.82,25.82084690299962,1.854625625999688,ok,0.07005564400060393,0.022589210316450763,0.028736078998917947,80,591,True,length
478,25.833,25.83357748399976,1.8398389180001686,ok,0.055761802999768406,0.02258292906329108,0.030383743998754653,80,301,True,length
479,25.896,25.89635950199954,1.8637418569996953,ok,0.08097367600021244,0.022566261139218113,0.029515932999856886,80,587,True,length
480,25.908,25.909757121999064,1.8505471940006828,ok,0.06775953900068998,0.02256674239239906,0.029183325001213234,80,402,True,length
481,26.076,26.07792661199892,1.8502407809992292,ok,0.07275115700031165,0.022499555227850694,0.02917843199975323,80,393,True,length
482,26.101,26.101642147999883,1.8442391699991276,ok,0.07175681399894529,0.022436209746841466,0.029512584000258357,80,394,True,length
483,26.138,26.13836273400011,1.835215827999491,ok,0.05473200300002645,0.022537476405069597,0.02950819100078661,80,425,True,length
484,26.189,26.189954960998875,1.8422769219996553,ok,0.07604421999894839,0.022357072037980114,0.028428948999135173,80,585,True,length
485,26.227,26.22798726399924,1.8256106020016887,ok,0.0636250250008743,0.022303300215189434,0.028682460000709398,80,399,True,length
486,26.24,26.240927449998708,1.8399876999992557,ok,0.07624135799960641,0.022325615696209302,0.028254872999241343,80,455,True,length
487,26.265,26.267581826999958,1.8374724419991253,ok,0.07388708899998164,0.02232360349365921,0.02866706399981922,80,341,True,length
488,26.278,26.27818667700012,1.827119453000705,ok,0.06310761100030504,0.022329073936713097,0.028672619000644772,80,333,True,length
489,26.29,26.291905889998816,1.834036449999985,ok,0.07484727500013832,0.02226795270885477,0.02868347699950391,80,401,True,length
490,26.303,26.303258714999174,1.8236994569997478,ok,0.06373680400065496,0.022277751683540823,0.02825351200044679,80,486,True,length
491,26.315,26.317332542999793,1.8319088509997528,ok,0.072962546000781,0.02226487356961979,0.02825197099991783,80,480,True,length
492,26.34,26.341776932998982,1.8261173659993801,ok,0.06727501299974392,0.02226356943038475,0.028253209000467905,80,376,True,length
493,26.391,26.39148166599989,1.8246624520015757,ok,0.06933425400166016,0.022218954797458938,0.028430151000065962,80,469,True,length
494,26.404,26.404252950998853,1.8294726530002663,ok,0.07577724700058752,0.022198412582274382,0.02844973200080858,80,596,True,length
495,26.416,26.416938633999962,1.8154818779985362,ok,0.06155183800001396,0.022201361670881794,0.02842781700019259,80,480,True,length
496,26.467,26.46805328499977,1.8299425080003857,ok,0.08347523100019316,0.02210689729115155,0.02842913899985433,80,360,True,length
497,26.492,26.49263970100037,1.8292625799986126,ok,0.07837462699899334,0.02216286993671365,0.028412524001396378,80,410,True,length
498,26.504,26.505089688000226,1.8168828679990838,ok,0.0659564550005598,0.02216342892403835,0.02842785500070022,80,460,True,length
499,26.555,26.555664949999482,1.8059124539995537,ok,0.060629750998487,0.022091880240508014,0.02843291299905104,80,381,True,length
500,26.631,26.632037649000267,1.8308744989990373,ok,0.07392318699930911,0.02223957098735061,0.028451617999962764,80,393,True,length
501,26.681,26.68182819299909,1.8230915189997177,ok,0.06578468199950294,0.02224403554429978,0.028448835999370203,80,299,True,length
502,26.757,26.757649371998923,1.8202490460007539,ok,0.06617538899990905,0.022203115734175553,0.02867105699988315,80,458,True,length
503,26.769,26.77248251200035,1.8304866239996045,ok,0.07552775099975406,0.02221435503797463,0.028225906999068684,80,374,True,length
504,26.795,26.796110846000374,1.8296285679989523,ok,0.07620673900055408,0.022194908025303908,0.028630613000132143,80,595,True,length
505,26.807,26.808045130999744,1.8177823859987257,ok,0.06432148099884216,0.022195510075959383,0.02868014200066682,80,416,True,length
506,26.82,26.82072979899931,1.8200978519998898,ok,0.06809766500009573,0.022176916759477375,0.029028667999227764,80,591,True,length
507,26.871,26.872747449999224,1.8144536969994078,ok,0.06749524800034123,0.02211308674682359,0.028776085999197676,80,396,True,length
508,26.883,26.883498099999997,1.8216600169998856,ok,0.07728690799922333,0.022080289734178592,0.02875005600071745,80,358,True,length
509,26.933,26.933240774000296,1.811277662000066,ok,0.07198980700013635,0.02201599889872629,0.028729109000778408,80,412,True,length
510,27.04,27.040239756999654,1.802572931001123,ok,0.07325263399980031,0.021889830924067873,0.02876131599987275,80,426,True,length
511,27.054,27.054575484999077,1.7883085619996564,ok,0.05894863499997882,0.02189044754429889,0.028762529000232462,80,327,True,length
512,27.121,27.12188513699948,1.794987860999754,ok,0.06334278199938126,0.021919248291149277,0.02875736499845516,80,393,True,length
513,27.148,27.1489491049997,1.7902543119998882,ok,0.05349316399951931,0.022555039896112496,0.06636719100060873,78,310,True,length
514,27.242,27.24262035999891,1.7928417759994772,ok,0.07308876299975964,0.02176870201265622,0.02882381500057818,80,376,True,length
515,27.269,27.269210173999454,1.7920363829998678,ok,0.07005262699931336,0.02179690724051973,0.028626897999856737,80,394,True,length
516,27.283,27.283878125999763,1.8011930020002183,ok,0.08055531299942231,0.0217799117721531,0.02882349999890721,80,399,True,length
517,27.31,27.310474985999463,1.7916724469996552,ok,0.07981332099916472,0.021668804784814158,0.028754042999935336,80,438,True,length
518,27.323,27.323832586000208,1.778008539999064,ok,0.0650932839998859,0.02168216132909786,0.028793802999643958,80,359,True,length
519,27.35,27.35120820999873,1.7724575929987623,ok,0.057306400000015856,0.02171049148100907,0.028763144999174983,80,426,True,length
520,27.431,27.43193659699864,1.7837866339996253,ok,0.06089062599858153,0.021808521481022893,0.028688975999102695,80,485,True,length
521,27.511,27.511324492999847,1.7871605660002388,ok,0.07456449100027385,0.021678111063287177,0.02882419700108585,80,425,True,length
522,27.525,27.525778923998587,1.7936885960007203,ok,0.07944212499933201,0.021699011430393534,0.02874046100077976,80,418,True,length
523,27.538,27.538167680999322,1.7814124730011827,ok,0.06711357700078224,0.021699810037981604,0.028753500000675558,80,312,True,length
524,27.578,27.57824401200014,1.7894013599998289,ok,0.07951286399838864,0.0216439618860805,0.029038311999102007,80,431,True,length
525,27.592,27.592676754999047,1.774629425999592,ok,0.06398374399941531,0.021653421493686473,0.029607922000650433,80,488,True,length
526,27.605,27.606572142000005,1.7839360689995374,ok,0.06902902900037589,0.02170738472150218,0.029066973000226426,80,399,True,length
527,27.673,27.675886036999145,1.7715574739995645,ok,0.06264636299965787,0.021631469519002456,0.02903547500136483,80,404,True,length
528,27.794,27.794163767999635,1.7866998950012203,ok,0.06909280200125067,0.02174155730378366,0.02906767099921126,80,415,True,length
529,27.875,27.87556535099975,1.7903036020015861,ok,0.07027187400126422,0.02177235899999468,0.029231263999463408,80,396,True,length
530,27.888,27.888494865999746,1.7772561620004126,ok,0.05723528999988048,0.021772075088605722,0.02905600599842728,80,418,True,length
531,27.929,27.929365240999687,1.775722398999278,ok,0.06229248599993298,0.021688697151896835,0.029036497999186395,80,417,True,length
532,28.027,28.02772986399941,1.797658004999903,ok,0.07753570900058548,0.021773125253149155,0.029798932999256067,80,505,True,length
533,28.04,28.04020187899914,1.7834234349993494,ok,0.06313545999910275,0.021775465797470098,0.02940135599965288,80,411,True,length
534,28.067,28.068066660000113,1.7773407860004227,ok,0.057668192999699386,0.021767495316453278,0.02958395499990729,80,305,True,length
535,28.08,28.081390291999924,1.7884679799990408,ok,0.06767146999845863,0.021781953025322452,0.02961636999862094,80,343,True,length
536,28.094,28.09582812699955,1.7966469879993383,ok,0.07085013500000059,0.02184524992404891,0.029597958999147522,80,376,True,length
537,28.108,28.108482858999196,1.784126856000512,ok,0.05828458799987857,0.02184591068355444,0.02960212300058629,80,591,True,length
538,28.148,28.149344085999473,1.7899912520006183,ok,0.06699597599981644,0.02180974169620836,0.02968099799909396,80,332,True,length
539,28.162,28.1637936169991,1.7976056130009965,ok,0.06879487600053835,0.021883215177223077,0.02959805400132609,80,480,True,length
540,28.256,28.25666529999944,1.7870542210002895,ok,0.06685658900096314,0.02177434616454706,0.029682398999284487,80,603,True,length
541,28.269,28.270851142999163,1.7889694339992275,ok,0.07354006999958074,0.021713962746835482,0.02946475699900475,80,593,True,length
542,28.31,28.31110690999958,1.777361780999854,ok,0.05159451199870091,0.021844859468371936,0.029682970000067144,80,365,True,length
543,28.336,28.3378886649989,1.7923803260000568,ok,0.07699571200100763,0.02171344469618966,0.029616951000207337,80,398,True,length
544,28.363,28.36406686400005,1.7921302060003654,ok,0.07092282499979774,0.021787096797473895,0.0298708850004914,80,591,True,length
545,28.377,28.377200281000114,1.7805437580009311,ok,0.05932995000148367,0.021787253734169388,0.029617645999678643,80,426,True,length
546,28.39,28.390728352000224,1.7894990519998828,ok,0.07157661500059476,0.021745598493666127,0.029599555000459077,80,586,True,length
547,28.404,28.405476318999717,1.7974135780004872,ok,0.07844316100090509,0.02175886727848051,0.030314208999698167,80,402,True,length
548,28.444,28.44489949200033,1.7758035340011702,ok,0.062064397001449834,0.021692648924036353,0.029651753000507597,80,401,True,length
549,28.458,28.45825148699987,1.7829817640013061,ok,0.07164359200032777,0.021662254392416615,0.029593094999654568,80,503,True,length
550,28.485,28.48545765400013,1.7765707470007328,ok,0.06868091400065168,0.02161860055694669,0.029601271999126766,80,330,True,length
551,28.511,28.511476191999463,1.7779627460004122,ok,0.0651557370001683,0.021680826126589347,0.02959515200018359,80,352,True,length
552,28.538,28.53890153499924,1.7670369679999567,ok,0.06381379300000845,0.02155952456962064,0.02961691899872676,80,480,True,length
553,28.551,28.552116404998742,1.775276907999796,ok,0.07393766199857055,0.021535491329135008,0.029617875999974785,80,369,True,length
554,28.578,28.57841395200012,1.7739342189997842,ok,0.06426975999966089,0.02164102830380515,0.02961696199963626,80,480,True,length
555,28.633,28.633326936998856,1.780926941000871,ok,0.0719182440006989,0.021632730025309764,0.030336952999277855,80,604,True,length
556,28.821,28.82164591899891,1.7943129929990391,ok,0.07056808699962858,0.02181923584810394,0.03033266100101173,80,415,True,length
557,28.834,28.83467904399913,1.8004289719992812,ok,0.08244071399894892,0.02174640044303706,0.029825437999534188,80,587,True,length
558,28.848,28.84868971799915,1.7865414429998054,ok,0.06848492599965539,0.021747362582285445,0.02987949699854653,80,453,True,length
559,28.875,28.87533570300002,1.7869350959990697,ok,0.06403178899927298,0.021808607506327578,0.02982633600004192,80,311,True,length
560,28.902,28.902676679999786,1.782873672000278,ok,0.05419554699983564,0.021881698658242247,0.029782854000586667,80,591,True,length
561,29.013,29.014261575999626,1.8003415719995246,ok,0.0707072130007873,0.02189379527847945,0.029577114000858273,80,415,True,length
562,29.04,29.040948583999125,1.8019839949993184,ok,0.061989268999241176,0.022024960417713627,0.029826620999301667,80,389,True,length
563,29.108,29.10841099299978,1.798781188999783,ok,0.057687778999024886,0.022038825506328227,0.029583745999843813,80,432,True,length
564,29.148,29.150408358998902,1.797502022000117,ok,0.06511437600056524,0.02192863943035931,0.02956766100032837,80,311,True,length
565,29.162,29.162214705000224,1.8068124740002531,ok,0.07538607199967373,0.021916471240510414,0.029579796000689385,80,380,True,length
566,29.202,29.202176337999845,1.7877262780002638,ok,0.05906166500062682,0.02188152337975559,0.029601824000565102,80,389,True,length
567,29.215,29.21698004999962,1.7953661950014066,ok,0.06020961099966371,0.021963704822788897,0.030327536000186228,80,380,True,length
568,29.323,29.32360211299965,1.7936410490001435,ok,0.06479362800018862,0.021883777443034415,0.029615229001137777,80,585,True,length
569,29.336,29.338751661998685,1.8065616189996945,ok,0.06778409900107363,0.022009540354425736,0.030396860000109882,80,397,True,length
570,29.418,29.418963844000245,1.8065290169997752,ok,0.07769055899916566,0.021883710063292122,0.029885167999964324,80,325,True,length
571,29.458,29.458797278999555,1.7871015019991319,ok,0.05550267999933567,0.021918679088610334,0.02963301199997659,80,486,True,length
572,29.498,29.49883514099929,1.7880358990005334,ok,0.06483371700051066,0.02181237068352742,0.029828790999090415,80,402,True,length
573,29.511,29.51163115700001,1.795358181998381,ok,0.06798539699957473,0.021865116291141757,0.02956762699977844,80,417,True,length
574,29.619,29.619792053999845,1.7925308069989114,ok,0.06277842999952554,0.02189527102531935,0.029582424000182073,80,587,True,length
575,29.686,29.686370272000204,1.7940871569990122,ok,0.06732604499848094,0.021857418443042786,0.029586792001282447,80,480,True,length
576,29.7,29.70129170399923,1.8001626410004974,ok,0.07815761100027885,0.021797218620260444,0.02958605800085934,80,587,True,length
577,29.727,29.727704871998867,1.7943950789995142,ok,0.06775505400037218,0.02185590169618173,0.029822695001712418,80,341,True,length
578,29.767,29.76891280000018,1.7936763199995767,ok,0.07764312699873699,0.021721631784813223,0.029822980000972166,80,480,True,length
579,29.808,29.809794108999995,1.773956137998539,ok,0.059930904999419,0.02169622810127098,0.029823011998814764,80,591,True,length
580,29.821,29.821861499998704,1.789290026999879,ok,0.07183457599967369,0.021739532405055936,0.029823782000676147,80,404,True,length
581,29.848,29.84889950700017,1.7847780859992781,ok,0.06688026399933733,0.021745239898739818,0.029583832998469006,80,589,True,length
582,29.875,29.875184343,1.7798053860005894,ok,0.063005862000864,0.021731294126570728,0.029615833000207203,80,426,True,length
583,29.902,29.903998002999288,1.769238872000642,ok,0.0573254930004623,0.021669485658220983,0.02958373000001302,80,399,True,length
584,29.915,29.917028902998936,1.7781471480011533,ok,0.0600621970006614,0.021747540569615725,0.029567380999651505,80,350,True,length
585,30.0,30.000989403999483,1.780848923001031,ok,0.060018852000212064,0.021782354645587983,0.029606099000375252,80,376,True,length
586,30.043,30.044628274999923,1.7820225630002824,ok,0.06705607200092345,0.021708142151890316,0.029823605000274256,80,503,True,length
587,30.058,30.061350996998954,1.78537962900009,ok,0.0679206630011322,0.021739802987328024,0.02958531399963249,80,399,True,length
588,30.072,30.072943043998748,1.7736770499996055,ok,0.05628420500033826,0.02173886944303054,0.029584384999907343,80,415,True,length
589,30.101,30.10287896800037,1.7927253809994,ok,0.0774505279987352,0.021712051101266172,0.029586055999970995,80,585,True,length
590,30.115,30.115971393999644,1.7797445880005398,ok,0.0652409020003688,0.02170239302531512,0.029590263999125455,80,426,True,length
591,30.144,30.144690036999236,1.7727153039995756,ok,0.058963670999219175,0.02169260312658031,0.02958671300075366,80,438,True,length
592,30.159,30.160106538000036,1.7809692149985494,ok,0.061573025999678066,0.02176424558226095,0.029823671000485774,80,505,True,length
593,30.245,30.245584626998607,1.7772713149988704,ok,0.060756920000130776,0.021727690455676726,0.02982415999940713,80,591,True,length
594,30.303,30.306504209000195,1.784323462001339,ok,0.06798867500037886,0.02172546915191353,0.031009925000034855,80,404,True,length
595,30.318,30.31826840999929,1.7962487320000946,ok,0.07892090899986215,0.021738051556963865,0.031053290000272682,80,418,True,length
596,30.347,30.347722638998675,1.7800197719989228,ok,0.06559507099882467,0.021701288949379543,0.03056620200004545,80,505,True,length
597,30.39,30.39112687600027,1.7780182330006937,ok,0.06539172399970994,0.02167836082278168,0.0305811750004068,80,480,True,length
598,30.448,30.44863378899936,1.7937980599999719,ok,0.07270554699971399,0.02178570208861511,0.031004675998701714,80,478,True,length
599,30.519,30.521600838999802,1.7852220649983792,ok,0.06970245599950431,0.021715121810129974,0.030571945999327,80,504,True,length
600,30.548,30.550065974999598,1.780963930001235,ok,0.06620490400018753,0.021705520746832872,0.03108924499974819,80,502,True,length
601,30.562,30.56294214799891,1.7838982109988137,ok,0.07089330799863092,0.021683323759502913,0.030581303999497322,80,333,True,length
602,30.576,30.576452047998828,1.771778844000437,ok,0.05855615200016473,0.021686095531641754,0.031050285000674194,80,480,True,length
603,30.605,30.60685499200008,1.7863745300001028,ok,0.07865304599908995,0.021616402265840117,0.030583023000872345,80,589,True,length
604,30.62,30.62049110099906,1.7728695859987056,ok,0.06628025099962542,0.021602204417705034,0.03160805700099445,80,426,True,length
605,30.649,30.649468768999213,1.759276126000259,ok,0.05357712300065032,0.021590839354435565,0.0316147789999377,80,294,True,length
606,30.678,30.678572079999867,1.7654496530012693,ok,0.07292116100143176,0.021424135886056458,0.03158575999987079,80,415,True,length
607,30.692,30.692876831999456,1.7701937359997828,ok,0.08247836599912262,0.0213632258734223,0.031615272999260924,80,341,True,length
608,30.721,30.72248835499886,1.7644632200008346,ok,0.07439723199968284,0.021392942759489473,0.03134162900096271,80,358,True,length
