idx,scheduled_t_rel_s,t_rel_s,latency_s,status,ttft_s,avg_tbt_s,worst_tbt_s
522,27.525,27.532467601999087,6.127464482000505,ok,0.0955771859989909,0.07635282503798418,0.3769571000011638
523,27.538,27.538683830000082,6.121371569000985,ok,0.08932997600095405,0.0763547769620115,0.3769604270000855
524,27.578,27.578451599998516,6.082138322999526,ok,0.09073470399926009,0.07584029841771416,0.37696619000053033
525,27.592,27.593026325999745,6.067778745000396,ok,0.08115030199951434,0.0757799079746971,0.3769692429996212
526,27.605,27.605994477999047,6.0540010610002355,ok,0.0682172550004907,0.07576923668354159,0.3769581990000006
527,27.673,27.673755860998426,6.109384039998986,ok,0.10557032099859498,0.07599729539242041,0.37696192099974724
528,27.794,27.794553617999554,6.0986317500010045,ok,0.12380614100038656,0.07563023203796478,0.3769630850001704
529,27.875,27.87540734399954,6.018303011000171,ok,0.08000922099927266,0.07516799817722707,0.37696818899894424
530,27.888,27.89293784399888,6.0008545690016035,ok,0.0992350840006111,0.07470385489874458,0.3769687359999807
531,27.929,27.92957224699967,5.964279526999235,ok,0.0664348889986286,0.0746560782025409,0.37696880499970575
532,28.027,28.027240784998867,5.976409348999368,ok,0.12243947499882779,0.07410070063292838,0.3769697409989021
533,28.04,28.04222561699862,5.961229274000289,ok,0.10748231400066288,0.07409785206328717,0.3769400269993639
534,28.067,28.068138606999128,5.935434639999585,ok,0.1187976040000649,0.07362813927848268,0.37696417899860535
535,28.08,28.08100321999882,5.922518747998765,ok,0.10590434400000959,0.07362783984809781,0.3769673260012496
536,28.094,28.09577428800003,5.90658158199949,ok,0.09123799799999688,0.07361155716454407,0.37697005700101727
537,28.108,28.10884963299941,5.894316620999234,ok,0.11525272099970607,0.07315252715189569,0.3769887260004907
538,28.148,28.149258879999252,5.853770562000136,ok,0.07884317100069893,0.07310003027848751,0.37698748000002524
539,28.162,28.16311656399921,5.839985021999382,ok,0.06503116800013231,0.07310048259493174,0.3769879379997292
540,28.256,28.256398777999493,5.818506015999446,ok,0.12409263500012457,0.07208101084808409,0.37339174800035835
541,28.269,28.27417756399882,5.800895647998914,ok,0.10635300399917469,0.07208264653163957,0.37340772899915464
542,28.31,28.31056410399833,5.764839752999251,ok,0.10754664200067054,0.07161113760759943,0.3735574229995109
543,28.336,28.336441944999024,5.7381430589994125,ok,0.0816387909999321,0.07160099350633722,0.3733876539990888
544,28.363,28.36349299899848,5.71124693999991,ok,0.09234825000021374,0.07112511555696753,0.3733905280005274
545,28.377,28.377344002999962,5.6974580160003825,ok,0.07840833000045677,0.07112703529114524,0.3733920180002315
546,28.39,28.39071415699982,5.684146376999706,ok,0.10250597499907599,0.07065350353164095,0.37339191600040067
547,28.404,28.40444869499879,5.67052223599967,ok,0.0887256210007763,0.07065548974684203,0.37340930299978936
548,28.444,28.44532109299871,5.629799743001058,ok,0.08657224200032942,0.0701672602531692,0.3734101450008893
549,28.458,28.45902479599863,5.616315475999727,ok,0.10942644199894858,0.06970729268355574,0.3735618439986865
550,28.485,28.485962486998687,5.587871333000294,ok,0.08245262200034631,0.06968844899999072,0.37337429100080044
