timestamp_s,prompt_length,max_new_tokens,second,index_in_second
11.383000,86,80,55,8
11.404000,47,80,55,9
11.424000,100,80,55,10
11.464000,69,80,55,11
11.546000,47,80,55,12
11.566000,69,80,55,13
11.707000,44,80,55,14
11.728000,114,80,55,15
11.828000,100,80,55,16
11.889000,72,80,55,17
12.073000,87,80,56,0
12.129000,57,80,56,1
12.165000,76,80,56,2
12.184000,53,80,56,3
12.202000,59,80,56,4
12.239000,115,80,56,5
12.312000,81,80,56,6
12.331000,75,80,56,7
12.367000,100,80,56,8
12.386000,70,80,56,9
12.422000,93,80,56,10
12.551000,91,80,56,11
12.643000,108,80,56,12
12.661000,111,80,56,13
12.808000,91,80,56,14
12.827000,78,80,56,15
13.017000,97,80,57,0
13.034000,5,80,57,1
13.135000,45,80,57,2
13.169000,138,80,57,3
13.185000,64,80,57,4
13.236000,67,80,57,5
13.270000,111,80,57,6
13.337000,112,80,57,7
13.438000,102,80,57,8
13.472000,32,80,57,9
13.488000,95,80,57,10
13.555000,100,80,57,11
13.690000,106,80,57,12
13.740000,133,80,57,13
13.774000,104,80,57,14
13.808000,121,80,57,15
13.825000,80,80,57,16
13.842000,39,80,57,17
13.858000,91,80,57,18
13.892000,84,80,57,19
14.084000,54,80,58,0
14.101000,68,80,58,1
14.118000,65,80,58,2
14.135000,109,80,58,3
14.286000,83,80,58,4
14.303000,25,80,58,5
14.388000,116,80,58,6
14.404000,42,80,58,7
14.438000,76,80,58,8
14.455000,42,80,58,9
14.472000,79,80,58,10
14.505000,104,80,58,11
14.555000,137,80,58,12
14.572000,13,80,58,13
14.589000,61,80,58,14
14.606000,90,80,58,15
14.656000,56,80,58,16
14.707000,155,80,58,17
14.724000,83,80,58,18
14.774000,91,80,58,19
14.842000,76,80,58,20
14.892000,32,80,58,21
14.909000,128,80,58,22
15.109000,100,80,59,0
15.233000,41,80,59,1
15.249000,46,80,59,2
15.264000,117,80,59,3
15.295000,30,80,59,4
15.357000,69,80,59,5
15.389000,110,80,59,6
15.528000,89,80,59,7
15.575000,86,80,59,8
15.590000,106,80,59,9
15.637000,107,80,59,10
15.653000,83,80,59,11
15.715000,42,80,59,12
15.761000,59,80,59,13
15.777000,90,80,59,14
15.823000,18,80,59,15
15.854000,81,80,59,16
15.870000,98,80,59,17
15.886000,75,80,59,18
15.901000,64,80,59,19
15.917000,102,80,59,20
16.000000,167,80,60,0
16.072000,2,80,60,1
16.087000,96,80,60,2
16.188000,109,80,60,3
16.202000,78,80,60,4
16.217000,60,80,60,5
16.245000,62,80,60,6
16.274000,87,80,60,7
16.332000,31,80,60,8
16.361000,94,80,60,9
16.448000,89,80,60,10
16.490000,89,80,60,11
16.505000,120,80,60,12
16.519000,92,80,60,13
16.533000,100,80,60,14
16.663000,109,80,60,15
16.692000,83,80,60,16
16.706000,68,80,60,17
16.750000,139,80,60,18
16.807000,70,80,60,19
16.851000,78,80,60,20
16.865000,61,80,60,21
16.894000,87,80,60,22
16.909000,74,80,60,23
16.923000,139,80,60,24
17.054000,84,80,61,0
17.121000,83,80,61,1
17.175000,93,80,61,2
17.229000,105,80,61,3
17.269000,91,80,61,4
17.336000,90,80,61,5
17.350000,24,80,61,6
17.404000,56,80,61,7
17.418000,54,80,61,8
17.431000,46,80,61,9
17.444000,71,80,61,10
17.538000,74,80,61,11
17.578000,1,80,61,12
17.605000,65,80,61,13
17.619000,106,80,61,14
17.646000,109,80,61,15
17.659000,91,80,61,16
17.686000,122,80,61,17
17.767000,111,80,61,18
17.781000,48,80,61,19
17.808000,9,80,61,20
17.834000,19,80,61,21
17.861000,43,80,61,22
17.875000,88,80,61,23
17.888000,95,80,61,24
18.051000,94,80,62,0
18.076000,54,80,62,1
18.126000,59,80,62,2
18.138000,63,80,62,3
18.164000,124,80,62,4
18.202000,44,80,62,5
18.214000,60,80,62,6
18.227000,107,80,62,7
18.265000,44,80,62,8
18.328000,74,80,62,9
18.353000,68,80,62,10
18.429000,118,80,62,11
18.467000,41,80,62,12
18.580000,85,80,62,13
18.631000,77,80,62,14
18.681000,125,80,62,15
18.694000,50,80,62,16
18.706000,71,80,62,17
18.719000,91,80,62,18
18.795000,114,80,62,19
18.833000,55,80,62,20
18.845000,107,80,62,21
18.858000,67,80,62,22
18.896000,68,80,62,23
18.908000,135,80,62,24
18.933000,91,80,62,25
19.024000,66,80,63,0
19.047000,140,80,63,1
19.119000,47,80,63,2
19.143000,50,80,63,3
19.166000,119,80,63,4
19.190000,91,80,63,5
19.202000,71,80,63,6
19.214000,85,80,63,7
19.237000,74,80,63,8
19.308000,104,80,63,9
19.332000,92,80,63,10
19.344000,120,80,63,11
19.368000,96,80,63,12
19.392000,103,80,63,13
19.404000,108,80,63,14
19.487000,54,80,63,15
19.498000,37,80,63,16
19.510000,81,80,63,17
19.557000,43,80,63,18
19.593000,47,80,63,19
19.665000,71,80,63,20
19.689000,131,80,63,21
19.701000,43,80,63,22
19.724000,110,80,63,23
19.736000,58,80,63,24
19.783000,91,80,63,25
